word	nodeType	synsetCount	unit	count
able	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
actual	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
armed	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
bad	ADJ	17	02x01_-_Follow_Mama_and_Papa	4
bored	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
boring	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
capable	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
careful	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
casual	ADJ	9	02x01_-_Follow_Mama_and_Papa	1
certain	ADJ	7	02x01_-_Follow_Mama_and_Papa	1
cool	ADJ	11	02x01_-_Follow_Mama_and_Papa	1
countless	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
dangerous	ADJ	2	02x01_-_Follow_Mama_and_Papa	2
delicious	ADJ	3	02x01_-_Follow_Mama_and_Papa	2
different	ADJ	5	02x01_-_Follow_Mama_and_Papa	2
discrete	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
dry	ADJ	19	02x01_-_Follow_Mama_and_Papa	1
easy	ADJ	15	02x01_-_Follow_Mama_and_Papa	1
exciting	ADJ	10	02x01_-_Follow_Mama_and_Papa	2
extra	ADJ	7	02x01_-_Follow_Mama_and_Papa	1
extreme	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
faint	ADJ	8	02x01_-_Follow_Mama_and_Papa	1
fake	ADJ	8	02x01_-_Follow_Mama_and_Papa	2
fierce	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
fine	ADJ	10	02x01_-_Follow_Mama_and_Papa	1
fun	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
good	ADJ	27	02x01_-_Follow_Mama_and_Papa	9
great	ADJ	7	02x01_-_Follow_Mama_and_Papa	2
happy	ADJ	4	02x01_-_Follow_Mama_and_Papa	2
hectic	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
high	ADJ	18	02x01_-_Follow_Mama_and_Papa	1
hopeless	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
horrendous	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
hungry	ADJ	2	02x01_-_Follow_Mama_and_Papa	1
important	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
impressive	ADJ	2	02x01_-_Follow_Mama_and_Papa	1
infamous	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
key	ADJ	21	02x01_-_Follow_Mama_and_Papa	1
lethal	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
like	ADJ	11	02x01_-_Follow_Mama_and_Papa	1
little	ADJ	10	02x01_-_Follow_Mama_and_Papa	9
lone	ADJ	3	02x01_-_Follow_Mama_and_Papa	1
loose	ADJ	18	02x01_-_Follow_Mama_and_Papa	1
mad	ADJ	4	02x01_-_Follow_Mama_and_Papa	2
married	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
mean	ADJ	16	02x01_-_Follow_Mama_and_Papa	1
new	ADJ	12	02x01_-_Follow_Mama_and_Papa	1
nice	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
normal	ADJ	5	02x01_-_Follow_Mama_and_Papa	3
obtrusive	ADJ	2	02x01_-_Follow_Mama_and_Papa	1
odd	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
olive	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
original	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
ostanian	ADJ	0	02x01_-_Follow_Mama_and_Papa	1
pathetic	ADJ	3	02x01_-_Follow_Mama_and_Papa	1
perfect	ADJ	5	02x01_-_Follow_Mama_and_Papa	1
personal	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
pitiful	ADJ	3	02x01_-_Follow_Mama_and_Papa	1
psychic	ADJ	3	02x01_-_Follow_Mama_and_Papa	1
pufferfish	ADJ	2	02x01_-_Follow_Mama_and_Papa	2
rare	ADJ	6	02x01_-_Follow_Mama_and_Papa	1
right	ADJ	36	02x01_-_Follow_Mama_and_Papa	4
sad	ADJ	3	02x01_-_Follow_Mama_and_Papa	1
safe	ADJ	7	02x01_-_Follow_Mama_and_Papa	1
secret	ADJ	14	02x01_-_Follow_Mama_and_Papa	2
sharp	ADJ	15	02x01_-_Follow_Mama_and_Papa	1
single	ADJ	10	02x01_-_Follow_Mama_and_Papa	1
skilled	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
small	ADJ	13	02x01_-_Follow_Mama_and_Papa	1
sorry	ADJ	4	02x01_-_Follow_Mama_and_Papa	5
sure	ADJ	10	02x01_-_Follow_Mama_and_Papa	3
surprising	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
talented	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
thick	ADJ	13	02x01_-_Follow_Mama_and_Papa	1
tingly	ADJ	0	02x01_-_Follow_Mama_and_Papa	1
tired	ADJ	6	02x01_-_Follow_Mama_and_Papa	2
toxic	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
true	ADJ	15	02x01_-_Follow_Mama_and_Papa	3
unhappy	ADJ	4	02x01_-_Follow_Mama_and_Papa	1
unwell	ADJ	1	02x01_-_Follow_Mama_and_Papa	1
well	ADJ	22	02x01_-_Follow_Mama_and_Papa	6
worldwide	ADJ	3	02x01_-_Follow_Mama_and_Papa	1
worried	ADJ	8	02x01_-_Follow_Mama_and_Papa	1
wrong	ADJ	13	02x01_-_Follow_Mama_and_Papa	2
young	ADJ	14	02x01_-_Follow_Mama_and_Papa	2
able	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
amazing	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
angry	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
available	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
bad	ADJ	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	3
beautiful	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	4
big	ADJ	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
busy	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
careful	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
cold	ADJ	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
commendable	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
cool	ADJ	11	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
current	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
dead	ADJ	21	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
delicious	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
disheveled	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
dry	ADJ	19	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
early	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
efficient	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
elegant	ADJ	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	5
famous	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
fancy	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
fast	ADJ	15	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
final	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
fun	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
good	ADJ	27	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	7
happy	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
healthy	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
helpful	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
hungry	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
idle	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	5
insane	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
lame	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
late	ADJ	11	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
lazy	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
left	ADJ	24	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
little	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	3
long	ADJ	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
minded	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
new	ADJ	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
nice	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
okay	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
outer	ADJ	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
particular	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
possible	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
quiet	ADJ	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
ready	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
right	ADJ	36	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	6
safe	ADJ	7	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
second	ADJ	15	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
shallow	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
sick	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
simple	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
skilled	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
sorry	ADJ	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	2
special	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
stray	ADJ	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
super	ADJ	5	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
sure	ADJ	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
tasty	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
tight	ADJ	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
unrefined	ADJ	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
warm	ADJ	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
well	ADJ	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
wet	ADJ	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
wonderful	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	3
worried	ADJ	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
young	ADJ	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	3
yummy	ADJ	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip	1
amazing	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
anti	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
awake	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
aware	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
bad	ADJ	17	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
beautiful	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
beloved	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
big	ADJ	17	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
boring	ADJ	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
central	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
clever	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
cool	ADJ	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
correct	ADJ	12	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
courteous	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
dangerous	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
delicious	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
destitute	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
dictatorial	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
elegant	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
entertaining	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
exhausted	ADJ	8	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
extremist	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
fellow	ADJ	7	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
female	ADJ	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
firm	ADJ	14	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
following	ADJ	30	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
fun	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
futile	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
gentlemanly	ADJ	1	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
glad	ADJ	5	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
good	ADJ	27	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	5
government	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
great	ADJ	7	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
happy	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
hard	ADJ	22	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
hefty	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
hostile	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
indefensible	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
inevitable	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
jealous	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
kind	ADJ	4	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
late	ADJ	11	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
little	ADJ	10	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	2
lovely	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
lovey	ADJ	0	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
mere	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
miserable	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
mysterious	ADJ	2	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
necessary	ADJ	3	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
nice	ADJ	6	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child	1
